Unnamed: 0,ID,Title,Year,Age,IMDb,Rotten Tomatoes,Hulu,Prime Video,Disney+,Type,Age_na,IMDb_na
4757,5075,Review: Pullip Doll Reviews,2017,,,13/100,0,1,0,1,1,1
776,779,BUNK'D,2015,all,5.4/10,56/100,0,0,0,1,0,0
737,740,Midnight Diner: Tokyo Stories,2016,16+,8.4/10,57/100,0,0,0,1,0,0
4152,4447,Cool McCool,1966,7+,7.2/10,38/100,0,1,0,1,0,0
521,524,College Romance,2018,18+,8.8/10,63/100,0,0,0,1,0,0
864,867,Al Hayba,2017,7+,7.4/10,55/100,0,0,0,1,0,0
1887,1895,Jumping Girl,2015,,5.1/10,28/100,0,0,0,1,1,0
2118,2155,CSI: Crime Scene Investigation,2000,16+,7.6/10,74/100,1,0,0,1,0,0
3498,3660,Extras,2005,18+,8.3/10,77/100,0,1,0,1,0,0
3054,3182,Tree Fu Tom,2012,all,5.6/10,42/100,1,0,0,1,0,0
4912,5231,Genius of Nature,2012,,,10/100,0,1,0,1,1,1
3210,3342,Big Bugs Band,2011,,7.5/10,34/100,1,0,0,1,1,0
3311,3444,Drag Me,2020,,,19/100,1,0,0,1,1,1
3394,3527,The Paley Center,2000,,,13/100,1,0,0,1,1,1
496,499,Masum,2017,16+,8.4/10,63/100,0,0,0,1,0,0
5087,5414,Marvel Studios: Legends,2021,16+,6.5/10,66/100,0,0,1,1,0,0
4404,4705,DoongDoong,2020,,6.8/10,31/100,0,1,0,1,1,0
4230,4526,Austin Stevens - Adventures,2009,,8.1/10,37/100,0,1,0,1,1,0
1708,1714,Power Players,2019,7+,6.0/10,37/100,0,0,0,1,0,0
1121,1124,Stay Here,2018,7+,7.5/10,50/100,0,0,0,1,0,0
2406,2483,The Three Stooges,1934,all,8.6/10,62/100,1,0,0,1,0,0
3296,3429,"Tengo Talento, Mucho Talento",2012,,,22/100,1,0,0,1,1,1
4640,4955,The Complete History of the Second World War,2017,,,14/100,0,1,0,1,1,1
1406,1411,Best Leftovers Ever!,2020,all,5.7/10,44/100,0,0,0,1,0,0
1989,2008,Atlanta,2016,18+,8.6/10,84/100,1,0,0,1,0,0
4551,4857,Tom The Tow Truck's Paint Shop,2016,,,17/100,0,1,0,1,1,1
4102,4392,Gotthard,2016,,6.5/10,40/100,0,1,0,1,1,0
2672,2776,Iron Chef America,2005,all,7.1/10,54/100,1,0,0,1,0,0
148,149,Marco Polo,2014,18+,8.0/10,77/100,0,1,0,1,0,0
5275,5621,Henry Hugglemonster,2013,all,5.3/10,42/100,0,0,1,1,0,0
3487,3646,The Affair,2014,18+,7.9/10,78/100,0,1,0,1,0,0
3828,4083,El Presidente,2020,16+,7.2/10,49/100,0,1,0,1,0,0
1379,1383,Mia and Me,2012,all,6.6/10,45/100,0,0,0,1,0,0
1091,1094,Dating Around,2019,16+,6.3/10,50/100,0,0,0,1,0,0
979,982,The Disappearance of Madeleine McCann,2019,16+,6.6/10,52/100,0,0,0,1,0,0
1850,1858,Luna Petunia,2016,all,6.3/10,31/100,0,0,0,1,0,0
1606,1612,Terrorism Close Calls,2018,,5.2/10,40/100,0,0,0,1,1,0
4644,4960,"Monsters, Madness and Mayhem",2003,,,14/100,0,1,0,1,1,1
4561,4867,Killer IQ: Lion vs. Hyena,2015,,,17/100,0,1,0,1,1,1
1363,1367,Numberblocks,2017,all,8.1/10,45/100,0,0,0,1,0,0
660,663,Snabba Cash,2021,,7.6/10,59/100,0,0,0,1,1,0
2716,2821,Hikaru no Go,2001,all,8.3/10,53/100,1,0,0,1,0,0
1042,1045,Paquita Salas,2016,,8.0/10,51/100,0,0,0,1,1,0
2670,2773,Bakuman。,2010,16+,8.0/10,55/100,1,0,0,1,0,0
4000,4283,Hero: 108,2010,all,5.7/10,44/100,0,1,0,1,0,0
5158,5493,Inside Pixar,2020,all,7.3/10,54/100,0,0,1,1,0,0
690,693,The Family,2019,16+,6.4/10,59/100,0,0,0,1,0,0
4721,5037,My Dream Derelict Home,2014,,,13/100,0,1,0,1,1,1
2259,2316,Claws,2017,18+,7.4/10,68/100,1,0,0,1,0,0
3587,3788,American Experience,1988,7+,8.6/10,64/100,0,1,0,1,0,0
866,869,Selling Sunset,2019,18+,6.3/10,55/100,0,0,0,1,0,0
1974,1988,Prison Break,2005,16+,8.3/10,87/100,1,1,0,1,0,0
1767,1775,Kid-E-Cats,2017,all,7.4/10,35/100,0,0,0,1,0,0
4435,4736,Hilarious Helmet History,2017,,6.6/10,29/100,0,1,0,1,1,0
2834,2949,Our Cartoon President,2018,16+,5.1/10,50/100,1,0,0,1,0,0
2396,2472,Clannad After Story,2009,7+,8.6/10,62/100,1,0,0,1,0,0
4728,5044,Cosmo Queens,2017,,,13/100,0,1,0,1,1,1
4860,5179,Citizens of the World,2010,,,10/100,0,1,0,1,1,1
1644,1650,Justin Time,2011,all,6.7/10,39/100,0,0,0,1,0,0
379,381,The Baker and the Beauty,2020,16+,7.4/10,67/100,0,1,0,1,0,0
241,242,Ratched,2020,18+,7.3/10,72/100,0,0,0,1,0,0
4231,4527,Bulge Bracket,2020,,5.2/10,37/100,0,1,0,1,1,0
1336,1340,Peasants Rebellion,2018,,8.5/10,46/100,0,0,0,1,1,0
4433,4734,About Him: Freshman Year,2017,,,29/100,0,1,0,1,1,1
4061,4347,Bad Guy,2010,16+,7.7/10,42/100,0,1,0,1,0,0
3846,4107,Empresses In The Palace,2011,7+,8.4/10,49/100,0,1,0,1,0,0
5314,5662,Wild Sri Lanka,2015,7+,8.6/10,36/100,0,0,1,1,0,0
962,965,The Guest,2018,,8.2/10,53/100,0,0,0,1,1,0
1563,1569,The Casketeers,2018,16+,7.5/10,41/100,0,0,0,1,0,0
143,144,HAPPY!,2017,18+,8.2/10,77/100,0,0,0,1,0,0
2329,2395,Prison School,2015,18+,7.6/10,65/100,1,0,0,1,0,0
5115,5444,Turner & Hooch,2021,7+,6.0/10,60/100,0,0,1,1,0,0
247,248,Marcella,2016,18+,7.4/10,72/100,0,0,0,1,0,0
2250,2305,Ally McBeal,1997,16+,6.8/10,68/100,1,0,0,1,0,0
4536,4840,Dirty Dancing,2017,,,18/100,0,1,0,1,1,1
2239,2293,Tyrant,2014,18+,7.8/10,68/100,1,0,0,1,0,0
98,99,Riverdale,2017,16+,6.8/10,81/100,1,0,0,1,0,0
852,855,"Bring It On, Ghost",2016,16+,7.6/10,55/100,0,0,0,1,0,0
4377,4677,Shelldon,2009,all,5.8/10,32/100,0,1,0,1,0,0
2484,2576,Teen Titans Go!,2013,7+,5.4/10,59/100,1,0,0,1,0,0
5025,5344,Looi,2014,,,10/100,0,1,0,1,1,1
502,505,Ethos,2020,,8.6/10,63/100,0,0,0,1,1,0
1736,1744,All About Love,2010,,6.3/10,36/100,0,0,0,1,1,0
3628,3842,The Feed,2019,16+,6.3/10,60/100,0,1,0,1,0,0
3002,3129,The Show Must Go On: The Queen + Adam Lambert Story,2019,,7.8/10,44/100,1,0,0,1,1,0
3479,3635,Alias,2001,16+,7.6/10,80/100,0,1,0,1,0,0
1912,1921,True: Wonderful Wishes,2018,,,18/100,0,0,0,1,1,1
1525,1531,Love O2O,2016,16+,8.0/10,42/100,0,0,0,1,0,0
1632,1638,La Línea: Shadow of Narco,2020,,6.4/10,39/100,0,0,0,1,1,0
5366,5716,Wild Russia,2018,,,10/100,0,0,1,1,1,1
4743,5060,The Crusaders,2005,,,13/100,0,1,0,1,1,1
113,114,Into the Badlands,2015,16+,8.0/10,80/100,0,0,0,1,0,0
992,995,Crazy Delicious,2020,7+,6.7/10,52/100,0,0,0,1,0,0
3410,3544,The Bravest Knight Who Ever Lived,2014,,,13/100,1,0,0,1,1,1
3432,3566,Gen H,2012,,,10/100,1,0,0,1,1,1
2969,3094,1969,2019,,7.0/10,45/100,1,0,0,1,1,0
5320,5668,Chip 'n Dale's Nutty Tales,2017,,7.0/10,35/100,0,0,1,1,1,0
629,632,The Windsors,2016,18+,7.1/10,60/100,0,0,0,1,0,0
4274,4570,"Rich Bride, Poor Bride",2006,all,6.2/10,36/100,0,1,0,1,0,0
1421,1427,Fartsa,2015,,6.7/10,44/100,0,0,0,1,1,0
1545,1551,Pet Stars,2021,,5.8/10,41/100,0,0,0,1,1,0
608,611,Wet Hot American Summer: Ten Years Later,2017,16+,6.9/10,61/100,0,0,0,1,0,0
3768,4013,Luxe Listings Sydney,2021,,6.2/10,52/100,0,1,0,1,1,0
939,942,Million Pound Menu,2018,,6.7/10,53/100,0,0,0,1,1,0
2565,2663,Alias Smith and Jones,1971,7+,7.6/10,57/100,1,0,0,1,0,0
2065,2098,Prodigal Son,2019,16+,7.7/10,77/100,1,0,0,1,0,0
1114,1117,We Are the Champions,2020,,7.1/10,50/100,0,0,0,1,1,0
3126,3257,Cherries Wild,2021,,3.6/10,39/100,1,0,0,1,1,0
5020,5339,Onyx Kids,2016,,,10/100,0,1,0,1,1,1
1001,1004,Okupas,2000,18+,9.1/10,52/100,0,0,0,1,0,0
2325,2390,Primeval,2007,16+,7.3/10,65/100,1,0,0,1,0,0
1559,1565,Takki,2012,all,7.1/10,41/100,0,0,0,1,0,0
2571,2669,Bizarre Foods with Andrew Zimmern,2006,7+,7.7/10,57/100,1,0,0,1,0,0
3538,3720,Ordeal by Innocence,2018,,7.3/10,69/100,0,1,0,1,1,0
137,138,"Tiger King: Murder, Mayhem and Madness",2020,18+,7.6/10,78/100,0,0,0,1,0,0
4586,4897,Morning Glory,2013,,,16/100,1,1,0,1,1,1
308,310,Sweet Magnolias,2020,16+,7.4/10,69/100,0,0,0,1,0,0
1367,1371,Archibald's Next Big Thing,2019,7+,7.8/10,45/100,0,0,0,1,0,0
4924,5243,Uncaged: The Animated Series,2017,,,10/100,0,1,0,1,1,1
2388,2464,While You Were Sleeping,2017,,8.4/10,63/100,1,0,1,1,1,0
1651,1657,StoryBots Super Songs,2016,all,8.5/10,39/100,0,0,0,1,0,0
4458,4760,MegaSpeed,2014,,4.4/10,27/100,0,1,0,1,1,0
2150,2193,Graceland,2013,16+,7.7/10,72/100,1,0,0,1,0,0
4411,4712,The Really Big Flip,2017,,6.3/10,30/100,0,1,0,1,1,0
773,776,Vexed,2010,7+,7.3/10,56/100,0,0,0,1,0,0
4879,5198,Switzerland's Amazing Train Rides,2014,,,10/100,0,1,0,1,1,1
1390,1395,LEGO Jurassic World: Legend of Isla Nublar,2019,all,6.8/10,45/100,0,0,0,1,0,0
3657,3880,Made in Heaven,2019,18+,8.3/10,58/100,0,1,0,1,0,0
2848,2965,Caillou,1998,all,4.0/10,49/100,1,1,0,1,0,0
5204,5544,Mighty Ducks: The Animated Series,1996,7+,6.5/10,50/100,0,0,1,1,0,0
1012,1015,Power Rangers Dino Fury,2021,7+,6.8/10,52/100,0,0,0,1,0,0
4364,4663,SciGirls,2010,all,7.5/10,33/100,0,1,0,1,0,0
1177,1180,Chef's Table: BBQ,2020,,7.8/10,49/100,0,0,0,1,1,0
451,453,Pawn Stars,2009,7+,7.2/10,65/100,1,1,0,1,0,0
2223,2275,Lodge 49,2018,16+,7.7/10,69/100,1,0,0,1,0,0
5302,5649,Kirby Buckets,2014,7+,4.8/10,38/100,0,0,1,1,0,0
217,218,Shooter,2016,16+,7.5/10,73/100,0,0,0,1,0,0
2630,2731,The Secret Life of the American Teenager,2008,16+,5.0/10,55/100,1,0,0,1,0,0
4125,4418,Wildest Arctic,2012,,8.4/10,39/100,0,1,0,1,1,0
1580,1586,Inspector Gadget,2015,all,4.6/10,40/100,0,0,1,1,0,0
5065,5387,Star Wars Rebels,2014,7+,8.0/10,79/100,0,0,1,1,0,0
3368,3501,#ThatsHarassment,2018,,,14/100,1,1,0,1,1,1
3045,3173,Abandoned,2012,,,42/100,1,1,0,1,1,1
487,490,Goosebumps,1995,all,7.7/10,63/100,0,0,0,1,0,0
4202,4498,Screen Two,1985,,6.3/10,37/100,0,1,0,1,1,0
1542,1548,Magmel of the Sea Blue,2019,7+,6.2/10,41/100,0,0,0,1,0,0
4987,5306,Haus of Schreck,2018,,,10/100,0,1,0,1,1,1
4249,4545,Bad Ink,2013,16+,5.7/10,36/100,0,1,0,1,0,0
4281,4577,Crackanory,2013,,7.0/10,35/100,0,1,0,1,1,0
3405,3539,Especiales de Historia de México,2012,,,13/100,1,0,0,1,1,1
2658,2760,A Certain Scientific Railgun,2009,16+,7.6/10,55/100,1,0,0,1,0,0
348,350,Hyperdrive,2019,7+,8.1/10,67/100,0,1,0,1,0,0
3314,3447,31 Nights of Halloween Fan Fest,2019,,,19/100,1,0,0,1,1,1
4044,4328,The Attackers,2013,,7.4/10,42/100,0,1,0,1,1,0
5195,5535,Ice Road Rescue,2015,,8.0/10,50/100,0,0,1,1,1,0
223,224,Resurrection: Ertugrul,2014,16+,8.0/10,73/100,0,0,0,1,0,0
4902,5221,Bana: Heart of Darkness,2017,,,10/100,0,1,0,1,1,1
4354,4653,Looped,2016,all,5.8/10,33/100,0,1,0,1,0,0
2553,2650,Kimi ni Todoke: From Me to You,2009,all,7.8/10,58/100,1,0,0,1,0,0
533,536,Patriot Act with Hasan Minhaj,2018,18+,8.3/10,62/100,0,0,0,1,0,0
2932,3055,The Hotwives of Orlando,2014,16+,7.5/10,46/100,1,0,0,1,0,0
3402,3536,NASA Television Documentaries,2015,,,13/100,1,0,0,1,1,1
2566,2664,Justice League Action,2016,7+,7.6/10,57/100,1,0,0,1,0,0
2602,2703,Fear Factor,2001,7+,5.6/10,56/100,1,0,0,1,0,0
4606,4917,How Does That Work?,2007,,,14/100,0,1,0,1,1,1
2196,2246,Flashpoint,2008,16+,7.7/10,70/100,1,1,0,1,0,0
1203,1206,The Cuba Libre Story,2016,16+,7.7/10,48/100,0,0,0,1,0,0
